Chromosome,Start,End,ID,Name,Range
chr1,82226115,82226347,SRX5075176,SMARCA4,232
chr1,82227765,82227940,SRX5075176,SMARCA4,175
chr1,82227843,82228012,SRX5075170,SMARCA4,169
chr1,82230664,82231052,SRX5075168,SMARCA4,388
chr1,82230668,82231038,SRX5075174,SMARCA4,370
chr1,82230704,82231086,SRX5716463,SMARCA4,382
chr1,82230713,82230983,SRX5716464,SMARCA4,270
chr1,82260614,82260915,SRX5075176,SMARCA4,301
chr1,82260726,82260920,SRX5075170,SMARCA4,194
chr1,82269453,82269782,SRX5075176,SMARCA4,329
chr1,82269487,82269792,SRX5075170,SMARCA4,305
chr1,82269502,82269816,SRX5054308,FOSL2,314
chr1,82269512,82269825,SRX5054309,FOSL2,313
chr1,82269518,82269716,SRX5075169,SMARCA4,198
chr1,82273899,82274079,SRX5075169,SMARCA4,180
chr1,82317704,82317962,SRX5054308,FOSL2,258
chr1,82317715,82317959,SRX5054309,FOSL2,244
chr1,82317722,82317976,SRX5075169,SMARCA4,254
chr1,82343500,82343680,SRX5075169,SMARCA4,180
chr1,82343507,82343717,SRX5054309,FOSL2,210
chr1,82343516,82343724,SRX5075175,SMARCA4,208
chr1,82351880,82352105,SRX5075168,SMARCA4,225
chr1,82351954,82352290,SRX5075174,SMARCA4,336
chr1,82362347,82362558,SRX5716470,SMARCA4,211
chr1,82377255,82377525,SRX5075169,SMARCA4,270
chr1,82377273,82377546,SRX5075175,SMARCA4,273
chr1,82377276,82377552,SRX5075174,SMARCA4,276
chr1,82377313,82377489,SRX5075170,SMARCA4,176
chr1,82377313,82377530,SRX5075168,SMARCA4,217
chr1,82392546,82392852,SRX5054309,FOSL2,306
chr1,82392568,82392807,SRX5075170,SMARCA4,239
chr1,82392587,82392810,SRX5075176,SMARCA4,223
chr1,82392601,82392862,SRX5075175,SMARCA4,261
chr1,82392635,82392845,SRX5075169,SMARCA4,210
chr1,82462467,82462660,SRX5075169,SMARCA4,193
chr1,82464568,82464890,SRX5716469,SMARCA4,322
chr1,82464734,82464939,SRX5075170,SMARCA4,205
chr1,82464742,82464922,SRX5075169,SMARCA4,180
chr1,82485504,82486223,SRX5075168,SMARCA4,719
chr1,82485506,82485912,SRX5075176,SMARCA4,406
chr1,82485507,82485949,SRX5075170,SMARCA4,442
chr1,82485529,82485760,SRX5716470,SMARCA4,231
chr1,82485574,82485830,SRX5075175,SMARCA4,256
chr1,82485577,82485807,SRX5075169,SMARCA4,230
chr1,82485578,82485847,SRX5716469,SMARCA4,269
chr1,82485679,82486351,SRX5075174,SMARCA4,672
chr1,82485738,82486009,SRX5054307,FOSL2,271
chr1,82485771,82486069,SRX5054308,FOSL2,298
chr1,82485781,82486042,SRX5054309,FOSL2,261
chr1,82503930,82504120,SRX5075176,SMARCA4,190
chr1,82503955,82504179,SRX5716470,SMARCA4,224
chr1,82503998,82504220,SRX5075175,SMARCA4,222
chr1,82517648,82517893,SRX5075174,SMARCA4,245
chr1,82517672,82517882,SRX4174629,CTCF,210
chr1,82562475,82562787,SRX5075176,SMARCA4,312
chr1,82562486,82562694,SRX5075175,SMARCA4,208
chr1,82562514,82562813,SRX5075174,SMARCA4,299
chr1,82562515,82562857,SRX5716463,SMARCA4,342
chr1,82562562,82562889,SRX5075168,SMARCA4,327
chr1,82565063,82565929,SRX5075168,SMARCA4,866
chr1,82565108,82565891,SRX5075174,SMARCA4,783
chr1,82565165,82565369,SRX5716463,SMARCA4,204
chr1,82565184,82565461,SRX5075175,SMARCA4,277
chr1,82565198,82565949,SRX5075176,SMARCA4,751
chr1,82565216,82565513,SRX5054309,FOSL2,297
chr1,82565216,82565944,SRX5075170,SMARCA4,728
chr1,82565226,82565938,SRX5075169,SMARCA4,712
chr1,82565249,82565533,SRX5054308,FOSL2,284
chr1,82565292,82565535,SRX5716470,SMARCA4,243
chr1,82565641,82565944,SRX5054309,FOSL2,303
chr1,82565680,82565932,SRX5716469,SMARCA4,252
chr1,82565711,82565984,SRX5075175,SMARCA4,273
chr1,82593570,82593825,SRX5075170,SMARCA4,255
chr1,82593679,82593888,SRX5075176,SMARCA4,209
chr1,82604586,82604864,SRX16500059,CTCF,278
chr1,82604637,82604859,SRX16500061,CTCF,222
chr1,82604639,82604849,SRX16500062,CTCF,210
chr1,82613011,82613311,SRX5716463,SMARCA4,300
chr1,82613015,82613272,SRX5075174,SMARCA4,257
chr1,82613037,82613255,SRX5075168,SMARCA4,218
chr1,82632222,82632536,SRX5054309,FOSL2,314
chr1,82632250,82632482,SRX5054308,FOSL2,232
chr1,82632279,82632466,SRX5075175,SMARCA4,187
chr1,82632280,82632492,SRX5716469,SMARCA4,212
chr1,82655927,82656525,SRX5075176,SMARCA4,598
chr1,82655953,82656327,SRX5075170,SMARCA4,374
chr1,82656018,82656231,SRX5716470,SMARCA4,213
chr1,82656020,82656343,SRX5716468,SMARCA2,323
chr1,82656028,82656301,SRX5716469,SMARCA4,273
chr1,82656046,82656285,SRX5075175,SMARCA4,239
chr1,82656067,82656302,SRX5716467,SMARCA2,235
chr1,82656452,82656629,SRX5075170,SMARCA4,177
chr1,82695520,82695819,SRX5054309,FOSL2,299
chr1,82695528,82695803,SRX5054308,FOSL2,275
chr1,82695564,82695744,SRX5075169,SMARCA4,180
chr1,82701449,82701820,SRX5054309,FOSL2,371
chr1,82701497,82701777,SRX5054308,FOSL2,280
chr1,82706713,82707094,SRX5075175,SMARCA4,381
chr1,82706745,82707183,SRX5075169,SMARCA4,438
chr1,82706754,82707028,SRX5716469,SMARCA4,274
chr1,82706773,82707111,SRX5054308,FOSL2,338
chr1,82706792,82707119,SRX5054309,FOSL2,327
chr1,82706805,82707079,SRX5020214,SMARCA2,274
chr1,82706829,82707065,SRX5075170,SMARCA4,236
chr1,82706849,82707097,SRX5075176,SMARCA4,248
chr1,82706860,82707071,SRX5716470,SMARCA4,211
chr1,82706886,82707131,SRX5020211,SMARCA2,245
chr1,82775401,82775825,SRX16500059,CTCF,424
chr1,82775416,82775771,SRX16500060,CTCF,355
chr1,82775460,82775763,SRX16500062,CTCF,303
chr1,82775469,82775789,SRX16500061,CTCF,320
chr1,82775508,82775726,SRX5075168,SMARCA4,218
chr1,82775569,82775773,SRX5716463,SMARCA4,204
chr1,82785357,82785707,SRX5075170,SMARCA4,350
chr1,82785367,82785654,SRX5716469,SMARCA4,287
chr1,82785378,82785683,SRX5075176,SMARCA4,305
chr1,82785409,82785743,SRX5054309,FOSL2,334
chr1,82785476,82785674,SRX5075169,SMARCA4,198
chr1,82785493,82785713,SRX5054308,FOSL2,220
chr1,82792694,82793142,SRX5075174,SMARCA4,448
chr1,82792803,82793061,SRX5075168,SMARCA4,258
chr1,82795530,82795821,SRX5054309,FOSL2,291
chr1,82795594,82795781,SRX5075175,SMARCA4,187
chr1,82795599,82795883,SRX5075168,SMARCA4,284
chr1,82795609,82795818,SRX5054308,FOSL2,209
chr1,82795614,82795864,SRX5075176,SMARCA4,250
chr1,82795615,82795874,SRX5075170,SMARCA4,259
chr1,82795627,82795858,SRX5075174,SMARCA4,231
chr1,82807096,82807320,SRX5075170,SMARCA4,224
chr1,82836386,82836569,SRX5075170,SMARCA4,183
chr1,82838001,82838270,SRX5075175,SMARCA4,269
chr1,82879817,82880247,SRX5075170,SMARCA4,430
chr1,82879928,82880216,SRX5075176,SMARCA4,288
chr1,82915103,82915370,SRX5075174,SMARCA4,267
chr1,82915150,82915396,SRX5075168,SMARCA4,246
chr1,82920483,82920702,SRX5054309,FOSL2,219
chr1,82921848,82922046,SRX5075168,SMARCA4,198
chr1,82927582,82928146,SRX5075176,SMARCA4,564
chr1,82927589,82928139,SRX5075170,SMARCA4,550
chr1,82927727,82928025,SRX5075174,SMARCA4,298
chr1,82927735,82928001,SRX5020211,SMARCA2,266
chr1,82927776,82928040,SRX5075169,SMARCA4,264
chr1,82927796,82928001,SRX5054308,FOSL2,205
chr1,82927799,82928039,SRX5075168,SMARCA4,240
chr1,82927826,82928044,SRX5716469,SMARCA4,218
chr1,82938457,82938756,SRX5075176,SMARCA4,299
chr1,82938501,82938736,SRX5075170,SMARCA4,235
chr1,82945483,82945770,SRX5075176,SMARCA4,287
chr1,82945485,82945654,SRX5075170,SMARCA4,169
chr1,82945812,82946585,SRX5075170,SMARCA4,773
chr1,82945989,82946425,SRX5075176,SMARCA4,436
chr1,82946055,82946455,SRX5716470,SMARCA4,400
chr1,82946117,82946444,SRX5716467,SMARCA2,327
chr1,82946192,82946443,SRX5716468,SMARCA2,251
chr1,82946239,82946419,SRX5075169,SMARCA4,180
chr1,82994814,82995354,SRX5075176,SMARCA4,540
chr1,82994908,82995287,SRX5075170,SMARCA4,379
chr1,82994925,82995272,SRX5075169,SMARCA4,347
chr1,83060733,83060929,SRX5075176,SMARCA4,196
chr1,83098277,83098646,SRX5075170,SMARCA4,369
chr1,83098290,83098611,SRX5075176,SMARCA4,321
chr1,83102620,83103058,SRX5075168,SMARCA4,438
chr1,83102676,83103140,SRX5075174,SMARCA4,464
chr1,83135684,83136085,SRX5716470,SMARCA4,401
chr1,83135700,83136021,SRX5075176,SMARCA4,321
chr1,83135735,83136067,SRX5716469,SMARCA4,332
chr1,83135764,83136058,SRX5075175,SMARCA4,294
chr1,83135800,83136027,SRX5716468,SMARCA2,227
chr1,83135817,83136090,SRX5075169,SMARCA4,273
chr1,83135831,83136144,SRX5075170,SMARCA4,313
chr1,83151146,83151611,SRX5075176,SMARCA4,465
chr1,83151152,83151575,SRX5075169,SMARCA4,423
chr1,83151155,83151587,SRX5075170,SMARCA4,432
chr1,83151157,83151516,SRX5716469,SMARCA4,359
chr1,83151157,83151602,SRX5075175,SMARCA4,445
chr1,83151210,83151494,SRX5054308,FOSL2,284
chr1,83151216,83151517,SRX5054309,FOSL2,301
chr1,83151231,83151507,SRX5716467,SMARCA2,276
chr1,83151241,83151478,SRX5020214,SMARCA2,237
chr1,83151287,83151547,SRX5716460,Epitope tags,260
chr1,83151309,83151537,SRX5716470,SMARCA4,228
chr1,83158380,83158826,SRX5075174,SMARCA4,446
chr1,83158500,83158790,SRX5716463,SMARCA4,290
chr1,83158506,83158819,SRX5075168,SMARCA4,313
chr1,83216795,83217031,SRX5075170,SMARCA4,236
chr1,83216801,83217058,SRX5075176,SMARCA4,257
chr1,83246752,83247115,SRX5075170,SMARCA4,363
chr1,83246798,83247176,SRX5075176,SMARCA4,378
chr1,83271736,83271996,SRX5075168,SMARCA4,260
chr1,83332368,83332551,SRX5054309,FOSL2,183
chr1,83343065,83343254,SRX5075176,SMARCA4,189
chr1,83343833,83344034,SRX5075170,SMARCA4,201
chr1,83343841,83344044,SRX5075176,SMARCA4,203
chr1,83410850,83411296,SRX5075176,SMARCA4,446
chr1,83410871,83411300,SRX5075170,SMARCA4,429
chr1,83410881,83411294,SRX5716470,SMARCA4,413
chr1,83410900,83411261,SRX5716469,SMARCA4,361
chr1,83410904,83411214,SRX5075175,SMARCA4,310
chr1,83410914,83411203,SRX5716467,SMARCA2,289
chr1,83410965,83411220,SRX5075169,SMARCA4,255
chr1,83410975,83411247,SRX5020211,SMARCA2,272
chr1,83410998,83411249,SRX5075181,SMARCA2,251
chr1,83413323,83413792,SRX5075174,SMARCA4,469
chr1,83413337,83414156,SRX5075168,SMARCA4,819
chr1,83413345,83413726,SRX5716463,SMARCA4,381
chr1,83413888,83414132,SRX5075174,SMARCA4,244
chr1,83425816,83425870,SRX1424892,POU3F2,54
chr1,83457739,83458226,SRX5716470,SMARCA4,487
chr1,83457782,83458123,SRX5075170,SMARCA4,341
chr1,83457785,83458163,SRX5075175,SMARCA4,378
chr1,83508545,83508948,SRX5075170,SMARCA4,403
chr1,83508581,83508874,SRX5075175,SMARCA4,293
chr1,83508597,83508998,SRX5075176,SMARCA4,401
chr1,83508662,83508961,SRX5075169,SMARCA4,299
chr1,83516375,83516662,SRX5075176,SMARCA4,287
chr1,83516407,83516779,SRX5075170,SMARCA4,372
chr1,83516430,83516668,SRX5075175,SMARCA4,238
chr1,83516459,83516766,SRX5716469,SMARCA4,307
chr1,83516473,83516742,SRX5075169,SMARCA4,269
chr1,83528201,83528419,SRX5054309,FOSL2,218
chr1,83528260,83528513,SRX5075170,SMARCA4,253
chr1,83528291,83528485,SRX5054308,FOSL2,194
chr1,83528317,83528492,SRX5075176,SMARCA4,175
chr1,83545518,83545814,SRX16500060,CTCF,296
chr1,83545538,83545821,SRX16500061,CTCF,283
chr1,83547857,83548130,SRX5075176,SMARCA4,273
chr1,83547911,83548149,SRX5716470,SMARCA4,238
chr1,83547911,83548220,SRX5075170,SMARCA4,309
chr1,83547924,83548294,SRX5716469,SMARCA4,370
chr1,83547931,83548209,SRX5075169,SMARCA4,278
chr1,83547947,83548175,SRX5716467,SMARCA2,228
chr1,83547957,83548191,SRX5054309,FOSL2,234
chr1,83548025,83548210,SRX5054308,FOSL2,185
chr1,83554259,83554489,SRX5075170,SMARCA4,230
chr1,83559487,83559946,SRX5075168,SMARCA4,459
chr1,83559523,83559888,SRX5075174,SMARCA4,365
chr1,83559579,83559792,SRX5716463,SMARCA4,213
chr1,83559579,83559873,SRX5716464,SMARCA4,294
chr1,83574839,83575118,SRX5075168,SMARCA4,279
chr1,83619445,83619696,SRX5075176,SMARCA4,251
chr1,83619500,83619808,SRX5075170,SMARCA4,308
chr1,83641239,83641682,SRX5075170,SMARCA4,443
chr1,83641319,83641581,SRX5075174,SMARCA4,262
chr1,83641344,83641635,SRX5716470,SMARCA4,291
chr1,83641357,83641726,SRX5075175,SMARCA4,369
chr1,83641505,83641703,SRX5075176,SMARCA4,198
chr1,83641789,83642065,SRX5075170,SMARCA4,276
chr1,83692423,83692809,SRX5075174,SMARCA4,386
chr1,83692472,83692814,SRX5075168,SMARCA4,342
chr1,83692543,83692762,SRX5054309,FOSL2,219
chr1,83692594,83692763,SRX5075170,SMARCA4,169
chr1,83692601,83693474,SRX20140895,INTS13,873
chr1,83692918,83693458,SRX20140868,INTS10,540
chr1,83693026,83693230,SRX5075168,SMARCA4,204
chr1,83693032,83693222,SRX5075174,SMARCA4,190
chr1,83693423,83693657,SRX5075168,SMARCA4,234
chr1,83693435,83693643,SRX5075169,SMARCA4,208
chr1,83693440,83693633,SRX5075170,SMARCA4,193
chr1,83741263,83741862,SRX5075168,SMARCA4,599
chr1,83741293,83741841,SRX5075174,SMARCA4,548
chr1,83741323,83741799,SRX20140895,INTS13,476
chr1,83741413,83741603,SRX5716451,SOX2,190
chr1,83741420,83741745,SRX5716463,SMARCA4,325
chr1,83741438,83741725,SRX20140868,INTS10,287
chr1,83748093,83748395,SRX5075174,SMARCA4,302
chr1,83748095,83748410,SRX5075168,SMARCA4,315
chr1,83749574,83749871,SRX5075174,SMARCA4,297
chr1,83749587,83749899,SRX5075168,SMARCA4,312
chr1,83749669,83749844,SRX5075176,SMARCA4,175
chr1,83770006,83770274,SRX5075176,SMARCA4,268
chr1,83777551,83777673,SRX1424893,POU3F2,122
chr1,83777616,83777693,SRX1424894,POU3F2,77
chr1,83779167,83779428,SRX5075174,SMARCA4,261
chr1,83779231,83779429,SRX5075168,SMARCA4,198
chr1,83787775,83787976,SRX5075174,SMARCA4,201
chr1,83804905,83805376,SRX5075174,SMARCA4,471
chr1,83804914,83805377,SRX5075168,SMARCA4,463
chr1,83804947,83805355,SRX5716463,SMARCA4,408
chr1,83815244,83815588,SRX5075176,SMARCA4,344
chr1,83815338,83815636,SRX5075170,SMARCA4,298
chr1,83822252,83822477,SRX5054309,FOSL2,225
chr1,83857067,83857401,SRX5075170,SMARCA4,334
chr1,83857078,83857403,SRX5075176,SMARCA4,325
chr1,83857088,83857268,SRX5054308,FOSL2,180
chr1,83857113,83857354,SRX5075175,SMARCA4,241
chr1,83857117,83857377,SRX5716470,SMARCA4,260
chr1,83857126,83857355,SRX5716469,SMARCA4,229
chr1,83857136,83857405,SRX5075169,SMARCA4,269
chr1,83857137,83857568,SRX16500061,CTCF,431
chr1,83857155,83857499,SRX16500062,CTCF,344
chr1,83857162,83857545,SRX16500060,CTCF,383
chr1,83857178,83857562,SRX16500059,CTCF,384
chr1,83857185,83857469,SRX5075168,SMARCA4,284
chr1,83857196,83857422,SRX5075174,SMARCA4,226
chr1,83882896,83883265,SRX5075170,SMARCA4,369
chr1,83882897,83883255,SRX5075175,SMARCA4,358
chr1,83882901,83883188,SRX5075168,SMARCA4,287
chr1,83882902,83883299,SRX5075176,SMARCA4,397
chr1,83882911,83883244,SRX5075169,SMARCA4,333
chr1,83882929,83883246,SRX5075174,SMARCA4,317
chr1,83882937,83883273,SRX5716470,SMARCA4,336
chr1,83882939,83883253,SRX5716469,SMARCA4,314
chr1,83882987,83883269,SRX5716467,SMARCA2,282
chr1,83883028,83883225,SRX5054309,FOSL2,197
chr1,83889848,83890066,SRX5054308,FOSL2,218
chr1,83889862,83890048,SRX5075169,SMARCA4,186
chr1,83900584,83900813,SRX5075175,SMARCA4,229
chr1,83900585,83900760,SRX5075176,SMARCA4,175
chr1,83900600,83900865,SRX5054308,FOSL2,265
chr1,83900619,83900830,SRX5716470,SMARCA4,211
chr1,83900626,83900866,SRX5054309,FOSL2,240
chr1,83900645,83900899,SRX5075169,SMARCA4,254
chr1,83905226,83905846,SRX16500059,CTCF,620
chr1,83905234,83905804,SRX16500062,CTCF,570
chr1,83905239,83905907,SRX16500060,CTCF,668
chr1,83905277,83905798,SRX16500061,CTCF,521
chr1,83905378,83905577,SRX5075168,SMARCA4,199
chr1,83905447,83905657,SRX5716463,SMARCA4,210
chr1,83913685,83914101,SRX5075170,SMARCA4,416
chr1,83913792,83914187,SRX5075176,SMARCA4,395
chr1,83913867,83914121,SRX5054308,FOSL2,254
chr1,83913876,83914103,SRX5054309,FOSL2,227
chr1,83913885,83914072,SRX5075175,SMARCA4,187
chr1,83931623,83932145,SRX16500060,CTCF,522
chr1,83931626,83932131,SRX16500059,CTCF,505
chr1,83931641,83932083,SRX16500061,CTCF,442
chr1,83931666,83932086,SRX16500062,CTCF,420
chr1,83931744,83932016,SRX5075174,SMARCA4,272
chr1,83931759,83932018,SRX5075170,SMARCA4,259
chr1,83931764,83932062,SRX5075168,SMARCA4,298
chr1,83931788,83931985,SRX5075169,SMARCA4,197
chr1,83931803,83932008,SRX5716464,SMARCA4,205
chr1,83931810,83932025,SRX5075176,SMARCA4,215
chr1,83959978,83960392,SRX5075170,SMARCA4,414
chr1,83959981,83960350,SRX5054309,FOSL2,369
chr1,83960010,83960304,SRX5716469,SMARCA4,294
chr1,83960025,83960341,SRX5075175,SMARCA4,316
chr1,83960026,83960350,SRX5054308,FOSL2,324
chr1,83960046,83960371,SRX5075169,SMARCA4,325
chr1,83960078,83960379,SRX5075176,SMARCA4,301
chr1,83960131,83960341,SRX5020214,SMARCA2,210
chr1,83962008,83962221,SRX5075170,SMARCA4,213
chr1,83970095,83970343,SRX5075176,SMARCA4,248
chr1,83970162,83970445,SRX5075170,SMARCA4,283
chr1,83978209,83978385,SRX5075176,SMARCA4,176
chr1,83996559,83997016,SRX5075170,SMARCA4,457
chr1,83996562,83997029,SRX5075169,SMARCA4,467
chr1,83996577,83997067,SRX5075176,SMARCA4,490
chr1,83996601,83997035,SRX5075175,SMARCA4,434
chr1,83996634,83996989,SRX5054309,FOSL2,355
chr1,83996643,83996965,SRX5716469,SMARCA4,322
chr1,83996653,83996843,SRX5054308,FOSL2,190
chr1,83996666,83996883,SRX5716467,SMARCA2,217
chr1,83996682,83997030,SRX5716470,SMARCA4,348
chr1,83996764,83997052,SRX5716468,SMARCA2,288
chr1,83998776,83999676,SRX20140895,INTS13,900
chr1,83998868,83999506,SRX20140868,INTS10,638
chr1,83998923,83999444,SRX20140867,INTS10,521
chr1,83998937,83999220,SRX20140879,CPSF3L,283
chr1,83999014,83999652,SRX5075174,SMARCA4,638
chr1,83999167,83999363,SRX5075168,SMARCA4,196
chr1,83999447,83999683,SRX5075168,SMARCA4,236
chr1,84002448,84002628,SRX5054308,FOSL2,180
chr1,84077390,84078161,SRX5075176,SMARCA4,771
chr1,84077461,84078026,SRX5075169,SMARCA4,565
chr1,84077468,84078024,SRX5075170,SMARCA4,556
chr1,84077480,84078542,SRX20140895,INTS13,1062
chr1,84077495,84078525,SRX5075174,SMARCA4,1030
chr1,84077637,84077980,SRX20140868,INTS10,343
chr1,84077664,84078149,SRX5075168,SMARCA4,485
chr1,84077666,84077951,SRX5716470,SMARCA4,285
chr1,84077790,84078126,SRX20140867,INTS10,336
chr1,84078430,84078609,SRX5075168,SMARCA4,179
chr1,84089471,84089646,SRX5075170,SMARCA4,175
chr1,84089486,84089748,SRX5054309,FOSL2,262
chr1,84089502,84089710,SRX5075176,SMARCA4,208
chr1,84089555,84089738,SRX5054308,FOSL2,183
chr1,84103316,84103745,SRX5075170,SMARCA4,429
chr1,84103365,84103689,SRX5075174,SMARCA4,324
chr1,84103373,84103727,SRX5075169,SMARCA4,354
chr1,84103376,84103757,SRX5075175,SMARCA4,381
chr1,84103379,84103675,SRX5716470,SMARCA4,296
chr1,84103384,84103719,SRX5054309,FOSL2,335
chr1,84103385,84103780,SRX5075176,SMARCA4,395
chr1,84103406,84103745,SRX5075168,SMARCA4,339
chr1,84103446,84103741,SRX5054308,FOSL2,295
chr1,84103470,84103765,SRX5716469,SMARCA4,295
chr1,84107585,84107908,SRX5075175,SMARCA4,323
chr1,84107606,84107933,SRX5075169,SMARCA4,327
chr1,84107630,84107841,SRX5075170,SMARCA4,211
chr1,84107653,84107862,SRX5054309,FOSL2,209
chr1,84107655,84107911,SRX5054308,FOSL2,256
chr1,84122724,84123171,SRX16500059,CTCF,447
chr1,84122773,84123192,SRX16500060,CTCF,419
chr1,84122818,84123171,SRX16500061,CTCF,353
chr1,84122851,84123132,SRX16500062,CTCF,281
chr1,84122862,84123107,SRX5075170,SMARCA4,245
chr1,84122870,84123131,SRX5075176,SMARCA4,261
chr1,84122893,84123066,SRX5075174,SMARCA4,173
chr1,84141126,84141574,SRX16500060,CTCF,448
chr1,84141225,84141526,SRX16500061,CTCF,301
chr1,84141231,84141578,SRX16500059,CTCF,347
chr1,84141279,84141523,SRX16500062,CTCF,244
chr1,84144107,84144294,SRX5075175,SMARCA4,187
chr1,84144171,84144439,SRX5075170,SMARCA4,268
chr1,84144179,84144419,SRX5075176,SMARCA4,240
chr1,84146428,84146719,SRX5075175,SMARCA4,291
chr1,84146429,84146783,SRX5054309,FOSL2,354
chr1,84146443,84146744,SRX5054308,FOSL2,301
chr1,84146460,84146769,SRX5075176,SMARCA4,309
chr1,84146467,84146727,SRX5075170,SMARCA4,260
chr1,84146469,84146762,SRX5075169,SMARCA4,293
chr1,84146474,84146718,SRX5716469,SMARCA4,244
chr1,84156131,84156701,SRX5075170,SMARCA4,570
chr1,84156163,84156503,SRX5716460,Epitope tags,340
chr1,84156175,84156687,SRX5075169,SMARCA4,512
chr1,84156198,84156756,SRX5716469,SMARCA4,558
chr1,84156206,84156666,SRX5075176,SMARCA4,460
chr1,84156215,84156700,SRX5075175,SMARCA4,485
chr1,84156258,84156630,SRX5054308,FOSL2,372
chr1,84156266,84156650,SRX5054309,FOSL2,384
chr1,84156307,84156623,SRX5716467,SMARCA2,316
chr1,84156309,84156591,SRX5716470,SMARCA4,282
chr1,84156378,84156607,SRX5020214,SMARCA2,229
chr1,84156414,84156647,SRX5020211,SMARCA2,233
chr1,84174103,84174627,SRX5075168,SMARCA4,524
chr1,84174131,84174604,SRX5075176,SMARCA4,473
chr1,84174138,84174713,SRX5075174,SMARCA4,575
chr1,84174194,84174597,SRX5075175,SMARCA4,403
chr1,84174221,84174657,SRX5075170,SMARCA4,436
chr1,84174223,84174615,SRX5075169,SMARCA4,392
chr1,84174236,84174585,SRX5716460,Epitope tags,349
chr1,84174272,84174611,SRX5054308,FOSL2,339
chr1,84174288,84174653,SRX5054309,FOSL2,365
chr1,84174289,84174698,SRX5716469,SMARCA4,409
chr1,84174304,84174598,SRX5716470,SMARCA4,294
chr1,84174359,84174614,SRX5020211,SMARCA2,255
chr1,84247446,84247626,SRX5054308,FOSL2,180
chr1,84247465,84247697,SRX5075175,SMARCA4,232
chr1,84247469,84247736,SRX5716469,SMARCA4,267
chr1,84247491,84247727,SRX5075169,SMARCA4,236
chr1,84253888,84254296,SRX5075169,SMARCA4,408
chr1,84253916,84254292,SRX5075170,SMARCA4,376
chr1,84253967,84254283,SRX5075175,SMARCA4,316
chr1,84253976,84254226,SRX5054309,FOSL2,250
chr1,84253978,84254332,SRX5075176,SMARCA4,354
chr1,84254006,84254269,SRX5716469,SMARCA4,263
chr1,84298377,84298634,SRX5075174,SMARCA4,257
chr1,84298389,84298917,SRX20140895,INTS13,528
chr1,84298402,84298582,SRX5075170,SMARCA4,180
chr1,84298404,84298784,SRX5075168,SMARCA4,380
chr1,84347640,84347869,SRX5075169,SMARCA4,229
chr1,84347641,84347845,SRX5075170,SMARCA4,204
chr1,84353738,84354085,SRX5054309,FOSL2,347
chr1,84353743,84354170,SRX5075170,SMARCA4,427
chr1,84353752,84354020,SRX5075175,SMARCA4,268
chr1,84353777,84354178,SRX5075176,SMARCA4,401
chr1,84353781,84354023,SRX5054308,FOSL2,242
chr1,84353782,84354062,SRX5075169,SMARCA4,280
chr1,84353846,84354057,SRX5716470,SMARCA4,211
chr1,84353849,84354062,SRX5716469,SMARCA4,213
chr1,84365347,84366006,SRX5075170,SMARCA4,659
chr1,84365358,84365941,SRX5075175,SMARCA4,583
chr1,84365384,84365997,SRX5054309,FOSL2,613
chr1,84365416,84365999,SRX5075169,SMARCA4,583
chr1,84365422,84366006,SRX5075176,SMARCA4,584
chr1,84365462,84365977,SRX5054308,FOSL2,515
chr1,84365470,84365908,SRX5020214,SMARCA2,438
chr1,84365478,84366040,SRX5075174,SMARCA4,562
chr1,84365480,84365871,SRX5716470,SMARCA4,391
chr1,84365481,84365955,SRX5716467,SMARCA2,474
chr1,84365544,84365935,SRX5716469,SMARCA4,391
chr1,84365547,84366080,SRX5075168,SMARCA4,533
chr1,84365577,84365886,SRX5020211,SMARCA2,309
chr1,84365599,84365865,SRX5054307,FOSL2,266
chr1,84365629,84366059,SRX5716460,Epitope tags,430
chr1,84365664,84365922,SRX5075182,SMARCA2,258
chr1,84377448,84377869,SRX5075170,SMARCA4,421
chr1,84377476,84377774,SRX5075169,SMARCA4,298
chr1,84377477,84377811,SRX5075175,SMARCA4,334
chr1,84377486,84377837,SRX5075176,SMARCA4,351
chr1,84377544,84377791,SRX5716467,SMARCA2,247
chr1,84377562,84377768,SRX5054308,FOSL2,206
chr1,84379172,84379466,SRX5054309,FOSL2,294
chr1,84379183,84379491,SRX5075169,SMARCA4,308
chr1,84379233,84379443,SRX5054308,FOSL2,210
chr1,84379236,84379451,SRX5075175,SMARCA4,215
chr1,84379699,84379981,SRX5716469,SMARCA4,282
chr1,84415450,84415694,SRX5054309,FOSL2,244
chr1,84415472,84415652,SRX5054308,FOSL2,180
chr1,84415531,84415724,SRX5075170,SMARCA4,193
chr1,84415534,84415714,SRX5075169,SMARCA4,180
chr1,84428230,84428504,SRX5075174,SMARCA4,274
chr1,84428263,84428566,SRX5075168,SMARCA4,303
chr1,84433670,84434092,SRX5075170,SMARCA4,422
chr1,84433678,84433992,SRX5020211,SMARCA2,314
chr1,84433696,84434086,SRX5075176,SMARCA4,390
chr1,84433715,84434105,SRX5716469,SMARCA4,390
chr1,84433720,84434332,SRX16500059,CTCF,612
chr1,84433725,84434249,SRX16500060,CTCF,524
chr1,84433742,84434107,SRX5075168,SMARCA4,365
chr1,84433760,84434249,SRX16500061,CTCF,489
chr1,84433764,84434191,SRX16500062,CTCF,427
chr1,84433770,84433992,SRX5054308,FOSL2,222
chr1,84433781,84434119,SRX5075174,SMARCA4,338
